Codigo_new,Comentarios_ES,category_id,length_split,length_letters,CleanComment
ESPERA, Hoy llevamos 3 horas sin ser atendidos ...por un esguince de una amiga... En vez de Urgencias deberían llamarlo PACIENCIAS .,1,21,125,hoy llev   hor ser atend     esguinc amig vez urgenci deb llam pacienci
ESPERA,agilidad,1,1,8,agil
ESPERA,rapidez,1,1,7,rapidez
ESPERA,rapidez,1,1,7,rapidez
ESPERA,al no acero esperar en demasia al paciente se motivo de nerviosismo de cara a los facultativos para que no Haya confrontaciones,1,22,127,acer esper demasi pacient motiv nervi car facult confront
ESPERA,tardía Demasiado en atender a los pacientes,1,7,43,tardi demasi atend pacient
ESPERA,amaspera,1,1,8,amasper
ESPERA,"l, espera",1,2,9,litr esper
ESPERA,Mejora en tiempos de respuesta de consultas,1,7,43,mejor tiemp respuest consult
ESPERA,dar las citas con mas tiempo entre si Porque no es normal que teniamos visita a la 13:00 y Hemos entrada a la consulta a las 14:59,1,27,130,dar cit mas tiemp si normal teni visit       entrar consult      
ESPERA,la lista de espera,1,4,18,list esper
ESPERA,Quito mucho esperando y no me atienden 😭😭,1,8,41,quit esper atend  
ESPERA,hay personas mala pan cojer los resultaos y tardes mucho ya podía tarde menos pan los resultaos y antendelos el antes posible,1,22,125,person mal pan coj resulta tard pod tard men pan resulta antendel posibl
ESPERA,en la puntualidad de atebder a los clientes,1,8,43,puntual atebd client
ESPERA,"el tiempo dexesoera de un paciente en sala de espera se elevación, sin informacion de ningun tipo. no se puede tolerar",1,21,118,tiemp dexesoer pacient sal esper elev informacion ningun tip pod toler
ESPERA,menor tiempo de Spero para las intervenciones,1,7,45,menor tiemp sper intervencion
ESPERA,el tiempo decespera,1,3,19,tiemp decesper
ESPERA,tiempo de espera masa,1,4,21,tiemp esper mas
ESPERA,"mes ajustado elmtemps d, espera a la hora citacion",1,9,50,mes ajust elmtemps d esper hor citacion
ESPERA,el tiempo de espera,1,4,19,tiemp esper
ESPERA,el tiempo de espera y diarnoticos pero exsactos,1,8,47,tiemp esper diarnot exsact
ESPERA,tiempo entre visita y tiempo para hacer las pruebas,1,9,51,tiemp visit tiemp hac prueb
ESPERA,se tarde mucho en dar Resultados esto asi sylo,1,9,46,tard dar result asi sylo
ESPERA,las visitas con los especialistas tardan mucho,1,7,46,visit especial tard
ESPERA,es normal que una niña de 4 años con 39 ° C de fiebre mismo en la sala de espera por mas de 2: 30hs ??????,1,26,106,normal nin   ano      c fiebr mism sal esper mas     hs
ESPERA,yo creo el rato de espera se podría mejorar,1,9,43,cre rat esper pod mejor
ESPERA,ttiempo de espera para la quimio Algunos dias,1,8,45,ttiemp esper quimi dias
ESPERA,velocidad,1,1,9,veloc
ESPERA,el en el ratamiento que deberia aplicar enfermería no se posiblecas un hra de espera para poner un aerosol,1,19,106,ratamient deberi aplic enferm posiblec hra esper pon aerosol
ESPERA,"tardía bastante tiempo en las operaciones, levanto más de 1 año esperando para una intervención de juanete.",1,17,107,tardi bastant tiemp oper levant   ano esper intervencion juanet
ESPERA,el tiempo de espera y la lentitud que Tienen,1,9,44,tiemp esper lentitud
ESPERA,el tiempo,1,2,9,tiemp
ESPERA,la espera,1,2,9,esper
ESPERA,la espera,1,2,9,esper
ESPERA,El tiempo entre las visitas que forman parte de un mismo tratamiento y que implican diferentes especialistas.,1,17,109,tiemp visit form part mism tratamient implic diferent especial
ESPERA,Cuando realmente hay gente mala nonlas atendeis y Cuando viene alguien k no esta tan grave el meten rapido,1,19,106,realment gent mal nonl atendeis ven algui k tan grav met rap
ESPERA,tiempos de espera y consideración al paciente,1,7,45,tiemp esper consider pacient
ESPERA,siempre que vengo estoi una media de 6 horas yben Otros hospitales miedo lo mismo me atienden muchisimo antes.,1,19,110,siempr ven estoi medi   hor yben hospital mied mism atend muchisim
ESPERA,rapidez,1,1,7,rapidez
ESPERA,rapidez,1,1,7,rapidez
ESPERA,pero rápidez para atender y menos hablar y juegos entre los profesionales Cuando de la sala esperan Enfermos,1,18,108,rapidez atend men habl jueg profesional sal esper enferm
ESPERA,paciencia,1,1,9,pacienci
ESPERA,paciencia,1,1,9,pacienci
ESPERA,el tiempo de espera es demasiado largo sobre todo en el caso de mi padre que sufre demencia y se pone muy neevios,1,23,113,tiemp esper demasi larg cas padr sufr demenci pon neevi
ESPERA,estuvimos esperando 30min delantedel despacho de gestión de pacientes Mientras mantenía una conversación telefónica,1,14,115,esper   min delantedel despach gestion pacient mientr manten convers telefon
ESPERA,el tiempo,1,2,9,tiemp
ESPERA,la espera,1,2,9,esper
ESPERA,la espera,1,2,9,esper
ESPERA,el esprint,1,2,10,esprint
ESPERA,té mueren esperando,1,3,19,te mor esper
ESPERA,"hoy ha sido rápido pero otros días he tenido que esperar mucho en la sala de, espera por visitarme",1,19,98,hoy ser rap dia esper sal esper visit
ESPERA,en acero esperar tanto en la sala de espera,1,9,43,acer esper sal esper
ESPERA,la espera,1,2,9,esper
ESPERA,el tiempo de espera he Estd 3 horas o mas,1,10,41,tiemp esper estd   hor mas
ESPERA,espera en pasillo urgencias tercermundista,1,5,42,esper pasill urgenci tercermund
ESPERA,rebajar los meses de espera de las visitas,1,8,42,rebaj mes esper visit
ESPERA,la esperas de cirujia.espera en neurología,1,6,42,esper cirujia esper neurolog
ESPERA,"el ,, espera.",1,3,13,esper
ESPERA,hemos esperado una hora por cinco minutos de consulta,1,9,53,esper hor cinc minut consult
ESPERA,"fundamentalmete, en el TIEPI de espera..hoy vamos ya por los 65 minutos y todavia estoy esperando.",1,16,98,fundamentalmet tiepi esper ir    minut todavi esper
ESPERA,especialistas. tardan mucho en darte hra,1,6,40,especial tard dart hra
ESPERA,"en los tiempos decespera, no sevouede citar a personas de 78 años y tenerlas esperando tres horas",1,17,97,tiemp decesper sevoued cit person    ano ten esper tres hor
ESPERA,el cita se nece mes peronal q atangues,1,8,38,cit nec mes peronal q atang
ESPERA,con atender mes rapido a la gente y que atiendan sobre todo los pacientes que se encuentran mas mal,1,19,99,atend mes rap gent atend pacient encontr mas mal
ESPERA,Puntualidad MUY MAL,1,3,19,puntual mal
ESPERA,la tiempo de espera,1,4,19,tiemp esper
ESPERA,las horas de espera,1,4,19,hor esper
ESPERA,el tempps de espera,1,4,19,tempps esper
ESPERA,dar resposres los familiares que están a la espera de resultados médicos de los pacientes ingresados,1,16,100,dar resposr famili esper result medic pacient ingres
ESPERA,ajustar el tiempo de espera y que los doctores solo tengan que atender al paciente en consulta,1,17,94,ajust tiemp esper doctor sol atend pacient consult
ESPERA,el tiempo de atender,1,4,20,tiemp atend
ESPERA,tiempos de espera y co! as en el mostrador.,1,9,43,tiemp esper co as mostrador
ESPERA,el tiempo de espera a veces es demasiado largo,1,9,46,tiemp esper vez demasi larg
ESPERA,Hemos esperado con un bebe tres horas ....,1,8,42,esper beb tres hor     
ESPERA,acero rapido las Codad no tardes una hora,1,8,41,acer rap cod tard hor
ESPERA,espera,1,1,6,esper
ESPERA,espera,1,1,6,esper
ESPERA,espera,1,1,6,esper
ESPERA,espera,1,1,6,esper
ESPERA,pero rápida,1,2,11,rap
ESPERA,la esperas de cirujia.espera en neurología,1,6,42,esper cirujia esper neurolog
ESPERA,la espera,1,2,9,esper
ESPERA,la puntualidad penosa. Estais tratando a personas que Tienen vids y quehsceres. Los retrasos son de más de media hora. Es una falta de respetar.,1,25,144,puntual penos estais trat person vids quehscer retras medi hor falt respet
ESPERA,estamos espera mas de 3h y no vecina doctor,1,9,43,esper mas  h vecin doctor
ESPERA,consulta mas rapida,1,3,19,consult mas rap
ESPERA,7 horas de espera para visitar ami herviol,1,8,42,  hor esper visit ami herviol
ESPERA,3h y sigo esperando,1,4,19, h segu esper
ESPERA,menos cola,1,2,10,men col
ESPERA,el tiempo de espera,1,4,19,tiemp esper
ESPERA,el tiempo de espera,1,4,19,tiemp esper
ESPERA,el tiempo de espera,1,4,19,tiemp esper
ESPERA,el tiempo de espera,1,4,19,tiemp esper
ESPERA,el tiempo de espera,1,4,19,tiemp esper
ESPERA,Mejora las esperas,1,3,18,mejor esper
ESPERA,tiempo de espera.🤔,1,3,18,tiemp esper
ESPERA,la lista de espera,1,4,18,list esper
ESPERA,tiempo de espera Mucha demora en resultaos,1,7,42,tiemp esper demor resulta
ESPERA,"Atención al público, he llamado tres veces y he tenido que acabar viniendo ya que me han acabado colgando en todas depués de esperar 15 min.",1,26,140,atencion public llam tres vez acab ven acab colg depues esper    minut
ESPERA,el tiempo deespera,1,3,18,tiemp deesper
ESPERA,el tiempo de espera y nuevos juegos o ideas para la sala de niños no somos tan pequeños en mi caso tengo 12años y m'aborreijo esperando,1,26,135,tiemp esper nuev jueg ide sal nin tan pequen cas   an m aborreij esper
ESPERA,el tiempo de espera,1,4,19,tiemp esper
ESPERA,el tiempo de espera,1,4,19,tiemp esper
ESPERA,lentos,1,1,6,lent
ESPERA,en el tiempo de espera,1,5,22,tiemp esper
ESPERA,"Con el tiempo de espera, peròse que es complicado.",1,9,50,tiemp esper peros complic
ESPERA,los tiempos de espera y el momento de atendery priorizar a lospacientes ... Hubo olvido de paciente.,1,17,100,tiemp esper moment atendery prioriz lospacient     olvid pacient
ESPERA,tiempo,1,1,6,tiemp
ESPERA,verguenza tengo un taco desde mayo del año Pasado .Por unas varices ... verguenza..y el dolor quien el aguanta y el malestar .... que verguenza,1,25,143,verguenz tac may ano pas  por variz     verguenz dolor aguant malest      verguenz
ESPERA,el tiempo de espera,1,4,19,tiemp esper
ESPERA,mas información para los acompañantes. he estado esperando más de 7 horas y todavía no se que le pasa a mi mujer porque no se informa puntualmente?,1,27,147,mas inform acompan esper   hor todav pas muj inform puntual
ESPERA,Acortar tiempo de espera en los boxes (hemos llegado a las10 de la manana y nos vamos bien atendidos por el personal a las 7 de la tarde),1,28,137,acort tiemp esper box lleg las   manan ir bien atend personal   tard
ESPERA,"a pesar de programación larga espera, quito mas de una hora y veinte minutoscesperando .. solicitud hora miedo telefono mal y por internet mejor",1,24,144,pes program larg esper quit mas hor veint minutoscesper    solicitud hor mied telefon mal internet mejor
FUERA,gucci is the best shop ever,2,6,27,gucci i the best shop ever
FUERA,comerme el cipote,2,3,17,com cipot
FUERA,soum95efic8eñ5s,2,1,15,soum  efic en s
FUERA, dame una polla por favor,2,5,25,dam poll favor
FUERA,malos muertos en polvoo😜,2,4,24,mal muert polvo
FUERA,Lorea vicente ala fuente,2,4,24,lore vicent ala fuent
FUERA,en nada pelotudos,2,3,17,pelotud
FUERA,t8309eñ7rgeçias,2,1,15,t    en rgeci
FUERA,lunnis de leyenda,2,3,17,lunnis leyend
FUERA,3nmont9ndecosas,2,1,15, nmont ndec
FUERA,tengo Mucha hambre,2,3,18,hambr
FUERA,suscribete a Zargo xd! 😁😁😁😁,2,5,27,suscribet zarg xd  
FUERA,xena goncale,2,2,12,xen goncal
FUERA,cristina ha il virus,2,4,20,cristin il virus
FUERA,wsziyjofysafrjuñ,2,1,16,wsziyjofysafrjun
FUERA,un toro mecanico,2,3,16,tor mecan
FUERA,en que papa es un Chiquillo victor Manue,2,8,40,pap chiquill victor manu
FUERA,preguntqn demqsiado,2,2,19,preguntqn demqsi
FUERA,mean echo mucho Daño,2,4,20,mear echar dan
FUERA,juhogugublkijbjl,2,1,16,juhogugublkijbjl
FUERA,esoeres largas,2,2,14,esoer larg
FUERA,en acero el tonto,2,4,17,acer tont
FUERA,viva cae rmencit,2,3,16,viv caer rmencit
FUERA,", NO TENGO MAS DE 75 AÑOS EN VERDAD TENGO 8 AÑOS",2,12,48,mas    ano verd   ano
FUERA,arnold knotterus,2,2,16,arnold knotterus
FUERA,mis padrrs no me Dejan comprarme un zumo,2,8,40,padrrs dej compr zum
FUERA,al no ser una ijade,2,5,19,ser ijad
FUERA,Tengo coronavirus,2,2,17,coronavirus
FUERA,secuelan con enchufe,2,3,20,secuel enchuf
FUERA,al no ser una idiota,2,5,20,ser idiot
FUERA,viento y flatulencia que se expele por el ano,2,9,45,vient flatulent expel ano
FUERA,oujojn lñhompryujlo! rges,2,3,25,oujojn lnhompryujl rges
FUERA,siempresepuedemejoralgogrcias💌,2,1,30,siempresepuedemejoralgogrci
FUERA,quiero mejorarme me llamo laura,2,5,31,quer mejor llam laur
FUERA,rvtz 5 ty nPuedes pera,2,5,22,rvtz   ty npued per
FUERA,ajajajajajajajajajajajajajajaja,2,1,31,ajajajajajajajajajajajajajajaj
FUERA,las ersmorsars putob,2,3,20,ersmorsars putob
FUERA,rspete la oa,2,3,12,rspet oa
FUERA,seperamunchooacienteparaquetede pan,2,2,35,seperamunchooacienteparaqueted pan
FUERA,xena gonzalez,2,2,13,xen gonzalez
FUERA,no puedo tengo la mano rota LoSiento,2,7,36,pod man rot losient
FUERA,tengo Mucha hambre,2,3,18,hambr
FUERA,PORFABOR DINOS EN QUE PODEMOS mejor,2,6,35,porfabor din pod mejor
FUERA,eñ todo el 0ues5o,2,4,17,en  ues 
FUERA,no me gustan losntrenes,2,4,23,gust losntren
FUERA,que tiene mejores,2,3,17,mejor
FUERA,.,2,1,1,
FUERA,3s58çmolç7ntten,2,1,15, s  cmolc ntt
FUERA,Rukka,2,1,5,rukk
FUERA,skra,2,1,4,skra
FUERA,vtuf,2,1,4,vtuf
FUERA,your,2,1,4,your
FUERA,aain,2,1,4,aain
FUERA,bfkq,2,1,4,bfkq
FUERA,hcxm,2,1,4,hcxm
FUERA,ijjg,2,1,4,ijjg
FUERA,liam,2,1,4,liam
FUERA,ñ? nn,2,2,5,n nn
FUERA,ññpp,2,1,4,nnpp
FUERA,té n,2,2,4,te n
FUERA,temp,2,1,4,temp
FUERA,ychj,2,1,4,ychj
FUERA,hfhf,2,1,4,hfhf
FUERA, ! PN,2,2,5,pn
FUERA,hhhh,2,1,4,hhhh
FUERA,ghgj,2,1,4,ghgj
FUERA,migg,2,1,4,migg
FUERA,kk?,2,1,3,kk
FUERA,Unax,2,1,4,unax
FUERA,RREE,2,1,4,rre
FUERA,RREE,2,1,4,rre
FUERA,resñ,2,1,4,resn
FUERA,resñ,2,1,4,resn
FUERA,MKK,2,1,3,mkk
FUERA,nnn,2,1,3,nnn
FUERA,noo,2,1,3,noo
FUERA,pop,2,1,3,pop
FUERA,uwu,2,1,3,uwu
FUERA,xbb,2,1,3,xbb
FUERA,yo,2,1,2,
FUERA,CGH,2,1,3,cgh
FUERA,kñv,2,1,3,knv
FUERA,0️⃣1️⃣2️⃣3️⃣4️⃣5️⃣6️⃣7️⃣8️⃣9️⃣1️⃣0️⃣1️⃣1️⃣1️⃣2️⃣1️⃣3️⃣1️⃣4️⃣1️⃣5️⃣1️⃣6️⃣1️⃣7️⃣1️⃣8️⃣1️⃣9️⃣2️⃣0️⃣2️⃣1️⃣2️⃣2️⃣2️⃣3️⃣2️⃣4️⃣2️⃣5️⃣2️⃣6️⃣2️⃣7️⃣2️⃣8️⃣2️⃣9️⃣3️⃣0️⃣3️⃣1️⃣3️⃣2️⃣3️⃣3️⃣3️⃣4️⃣3️⃣5️⃣3️⃣6️⃣3️⃣7️⃣3️⃣8️⃣3️⃣9️⃣4️⃣0️⃣4️⃣1️⃣4️⃣2️⃣4️⃣3️⃣4️⃣4️⃣4️⃣5️⃣4️⃣6️⃣4️⃣7️⃣4️⃣8️⃣4️⃣9️⃣5️⃣0️⃣5️⃣1️⃣5️⃣2️⃣5️⃣3️⃣5️⃣4️⃣5️⃣5️⃣5️⃣6️⃣5️⃣7️⃣5️⃣8️⃣5️⃣9️⃣6️⃣0️⃣6️⃣1️⃣6️⃣2️⃣6️⃣3️⃣6️⃣4️⃣6️⃣5️⃣6️⃣6️⃣6️⃣7️⃣6️⃣8️⃣6️⃣9️⃣7️⃣0️⃣7️⃣1️⃣7️⃣2️⃣7️⃣3️⃣7️⃣4️⃣7️⃣5️⃣7️⃣6️⃣7️⃣7️⃣7️⃣8️⃣7️⃣9️⃣8️⃣0️⃣8️⃣1️⃣8️⃣2️⃣8️⃣3️⃣8️⃣4️⃣8️⃣5️⃣8️⃣6️⃣8️⃣7️⃣8️⃣8️⃣8️⃣9️⃣9️⃣1️⃣9️⃣2️⃣9️⃣3️⃣9️⃣4️⃣9️⃣5️⃣9️⃣6️⃣9️⃣7️⃣9️⃣8️⃣9️⃣9️⃣1️⃣0️⃣0️⃣ Valeria,2,2,581,                                                                                                                                                                                                                                                                                                                                                                                               valeri
FUERA,Kon?,2,1,4,kon
FUERA,á096á4ál034s9ñáládml5l3ñd9más034s9nálháç83ñd9? lósf8j9s583n3llá43s8d3ñç8a7n9s5rábajAd943sm7y0r9fesiónñàlles6h7màñ9sháçed9sañosç7rseunesc48goaláñálábandoelmagñ8fi ope4snàlquese disfrutAenestAresidenciásoy8gnaç89rom34opadre deis4El3ll3stamuy bienc7idadograciasAlmararilloso personalque tene hueso lásuerte dedisfrutarloúñcúerte abraz9,2,12,332,a   a al   s naladml l nd mas   s nalhac  nd  losf j s   n lla  s d nc a n s rabajad   sm y r fesionnalles h man shaced sanosc rseunesc  goalanalabandoelmagn fi ope snalques disfrutaenestaresidenciasoy gnac  rom  opadr deis el ll stamuy bienc idadograciasalmararill personalqu ten hues lasuert dedisfrutarlouncuert abraz 
FUERA,deww,2,1,4,deww
FUERA,Eric,2,1,4,eric
FUERA,fome,2,1,4,fom
FUERA,hula,2,1,4,hul
FUERA,lkuy,2,1,4,lkuy
FUERA,NADS,2,1,4,nads
FUERA,peru,2,1,4,peru
FUERA,tras,2,1,4,tras
FUERA,resj,2,1,4,resj
FUERA,resj,2,1,4,resj
FUERA,....,2,1,4,    
FUERA,hyb,2,1,3,hyb
FUERA,  cg,2,1,4,cg
FUERA,hhjn,2,1,4,hhjn
FUERA,dfhj!,2,1,5,dfhj
FUERA,hoola,2,1,5,hool
FUERA,ougxx,2,1,5,ougxx
FUERA,aaaaª,2,1,5,aaaa 
FUERA,k iqe,2,2,5,k iqe
FUERA,*****,2,1,5,
FUERA,brabas,2,1,6,brab
FUERA,hjttuu,2,1,6,hjttuu
FUERA,holaaa,2,1,6,holaa
FUERA,jimena,2,1,6,jimen
FUERA,kygluh,2,1,6,kygluh
FUERA,s3g784,2,1,6,s g   
FUERA,Silva,2,1,5,silv
FUERA,vdbf m,2,2,6,vdbf metr
FUERA, m HJN,2,2,6,metr hjn
FUERA,! bkguj,2,2,7,bkguj
FUERA,"conel,",2,1,6,conel
FUERA,fuente,2,1,6,fuent
FUERA,kiljhg,2,1,6,kiljhg
FUERA,NNM m,2,2,5,nnm metr
FUERA,perfec,2,1,6,perfec
FUERA,Hay! How are ya?,2,4,16,hab how arar
FUERA,chuches,2,1,7,chuch
FUERA,samir,2,1,5,sam
FUERA,tonto,2,1,5,tont
FUERA,fcff,2,1,4,fcff
FUERA,ffff,2,1,4,ffff
FUERA,.....,2,1,5,     
FUERA,28020,2,1,5,     
FUERA,28047,2,1,5,     
FUERA,28220,2,1,5,     
FUERA,juuhy,2,1,5,juuhy
FUERA,el !!!,2,2,6,
FUERA,piola,2,1,5,piol
FUERA,roban,2,1,5,rob
FUERA,zlks,2,1,4,zlks
FUERA,Salma,2,1,5,salm
FUERA, hvPm,2,1,5,hvpm
FUERA,adnan,2,1,5,adnan
FUERA,Arlet,2,1,5,arlet
FUERA,EMAS,2,1,4,emas
FUERA,Entoto,2,1,6,entot
FUERA,GHN m,2,2,5,ghn metr
FUERA,lkyli,2,1,5,lkyli
FUERA,polla,2,1,5,poll
FUERA,rtyui,2,1,5,rtyui
FUERA,todod,2,1,5,todod
FUERA,viva,2,1,4,viv
FUERA,hk,2,1,2,hk
FUERA,h a,2,2,3,hor
FUERA,GHH,2,1,3,ghh
FUERA,ñ,2,1,1,n
FUERA,o,2,1,1,
FUERA,o,2,1,1,
FUERA,p,2,1,1,pagin
FUERA,p,2,1,1,pagin
FUERA,p,2,1,1,pagin
FUERA,p,2,1,1,pagin
FUERA,s,2,1,1,segund
FUERA,u,2,1,1,u
FUERA,x,2,1,1,x
FUERA,w,2,1,1,w
FUERA,th,2,1,2,th
FUERA,th,2,1,2,th
FUERA, x,2,1,2,x
FUERA,..,2,1,2,  
FUERA,:),2,1,2,  
FUERA,:),2,1,2,  
FUERA,:),2,1,2,  
FUERA,:),2,1,2,  
FUERA,:),2,1,2,  
FUERA,:),2,1,2,  
FUERA,m,2,1,1,metr
FUERA,m,2,1,1,metr
FUERA,l,2,1,1,litr
FUERA,l,2,1,1,litr
FUERA,.,2,1,1,
FUERA,?,2,1,1,
FUERA,0,2,1,1, 
FUERA,e,2,1,1,
FUERA,l,2,1,1,litr
FUERA,ñ,2,1,1,n
FUERA,p,2,1,1,pagin
FUERA,r,2,1,1,r
FUERA,u,2,1,1,u
FUERA,x,2,1,1,x
FUERA,:3,2,1,2,  
FUERA,.,2,1,1,
FUERA,?,2,1,1,
FUERA,a,2,1,1,
FUERA,b,2,1,1,b
FUERA,e,2,1,1,
FUERA,g,2,1,1,gram
FUERA,h,2,1,1,hor
FUERA,h,2,1,1,hor
FUERA,h,2,1,1,hor
FUERA,k,2,1,1,k
FUERA,k,2,1,1,k
FUERA,?,2,1,1,
FUERA,:v,2,1,2,
FUERA,df,2,1,2,df
FUERA,gt,2,1,2,gt
FUERA,pp,2,1,2,pp
FUERA,rs,2,1,2,rs
FUERA,rs,2,1,2,rs
FUERA,si,2,1,2,si
FUERA,wi,2,1,2,wi
FUERA,😀,2,1,1, 
FUERA,😑,2,1,1, 
FUERA,🙂,2,1,1, 
FUERA,jk,2,1,2,jk
FUERA,?!,2,1,2,
FUERA,oi,2,1,2,oi
FUERA,nm,2,1,2,nanometr
FUERA,bye,2,1,3,bye
FUERA,ghj,2,1,3,ghj
FUERA,hjj,2,1,3,hjj
FUERA,nlk,2,1,3,nlk
FUERA,red,2,1,3,red
FUERA,red,2,1,3,red
FUERA,wer,2,1,3,wer
FUERA,43s,2,1,3,  s
FUERA,ARL,2,1,3,arl
FUERA,esz,2,1,3,esz
FUERA,ás,2,1,2,as
FUERA,qaQaĄà,2,1,6,qaqaaa
FUERA,ñp,2,1,2,np
FUERA,na,2,1,2,na
FUERA,jj,2,1,2,jj
FUERA,ju,2,1,2,ju
FUERA,ma,2,1,2,ma
FUERA,na,2,1,2,na
FUERA,po,2,1,2,po
FUERA,re,2,1,2,re
FUERA,re,2,1,2,re
FUERA,re,2,1,2,re
FUERA,si,2,1,2,si
FUERA,to,2,1,2,to
FUERA,na,2,1,2,na
FUERA,wr,2,1,2,wr
FUERA,5e,2,1,2, e
FUERA,ae,2,1,2,ae
FUERA,bu,2,1,2,bu
FUERA,eR,2,1,2,er
FUERA,es,2,1,2,
FUERA,gg,2,1,2,gg
FUERA,ki,2,1,2,ki
FUERA,lñ,2,1,2,ln
FUERA,lp,2,1,2,lp
FUERA,mh,2,1,2,mh
FUERA,!m,2,1,2,
FUERA,reszzs,2,1,6,reszzs
FUERA,hyny!,2,1,5,hyny
FUERA,czf cu,2,2,6,czf cu
FUERA,Me llamo Pep🐮,2,3,13,llam pep
FUERA,tengo 9 años,2,3,12,  ano
FUERA,rosfuwhoftvk,2,1,12,rosfuwhoftvk
FUERA,en ńædą œk6y,2,3,12,n da  k y
FUERA,"LN ññkl? kkn ñKLl? k nk? kl? m! .!? ccm !. cc! . v c !? ! ? m!. .xcx,, XCV ... . cv",2,24,83,ln nnkl kkn nkll k nk kilolitr metr ccm cc v c metr  xcx xcv     cv
FUERA,kj cfs! k,2,3,9,kj cfs k
FUERA, jikilkih,2,1,9,jikilkih
FUERA,cfeaijbñv,2,1,9,cfeaijbnv
FUERA,la polla,2,2,8,poll
FUERA, mmh? pohg,2,2,10,mmh pohg
FUERA,Sucker: v,2,2,9,suck v
FUERA,alexescasany,2,1,12,alexescasany
FUERA,ruth pozo,2,2,9,ruth poz
FUERA,arantontu,2,1,9,arantontu
FUERA,que Sean,2,2,8,
FUERA,tontas isabeiskien una demundo ídem familia y me apedido Aicha Diarra,2,11,69,tont isabeiski demund idem famili aped aich diarr
FUERA,khgyujgbu,2,1,9,khgyujgbu
FUERA,Huelin mal,2,2,10,huelin mal
FUERA,llega españa,2,2,12,lleg espan
FUERA,acero r ty nh,2,4,13,acer r ty nh
FUERA,tengo friebre,2,2,13,friebr
FUERA,😷coronavirus,2,1,12, 
FUERA,esun begnsa,2,2,11,esun begns
FUERA,dñmjqaz!? ñpol,2,2,14,dnmjqaz npol
FUERA,masomenos,2,1,9,masomen
FUERA,en nada esta todo muy bien lo digo Porque mi madre Trabaja aquí y si no trabajara aquí no me gustaria nada pero nada nada,2,25,121,bien dec madr trabaj aqu si trabaj aqu gustari
FUERA,Asortirmre,2,1,10,asortirmr
FUERA,exolejdido,2,1,10,exolejd
FUERA,me gusta el minkra: v jajaj equisde lol puto el k el lea desputo el qmlo ​​p,2,17,76,gust minkr v jajaj equisd lol put k leer desput qmlo   p
FUERA,cuñao pesao,2,2,11,cuna pesa
FUERA,yo cachumba,2,2,11,cachumb
FUERA,i dont know,2,3,11,i dont know
FUERA,Peppa pig🐷,2,2,10,pepp pig
FUERA,segiui asi,2,2,10,segiui asi
FUERA,pichi pichi,2,2,11,pichi pichi
FUERA,ebnjz! iras.,2,2,12,ebnjz ira
FUERA,uno uurvijsv,2,2,12,uurvijsv
FUERA,k! 7hn vn n,2,4,11,k  hn vn n
FUERA,iroimaiden,2,1,10,iroimaid
FUERA,che boludo,2,2,10,che bolud
FUERA,todo esta muy mal tenues que mejorar aunque no hayan independentistas,2,11,69,mal tenu mejor aunqu independent
FUERA,hjguyhlñuk,2,1,10,hjguyhlnuk
FUERA,jtuyhihcyt,2,1,10,jtuyhihcyt
FUERA,os Follas,2,2,9,foll
FUERA,Al no Poner tantas vacunas y análisis de sangre y al no quitarnos la ropa😇,2,15,74,pon vacun analisis sangr quit rop
FUERA,uewfuppesv,2,1,10,uewfuppesv
FUERA,mac Bigatà,2,2,10,mac bigata
FUERA,castellano,2,1,10,castellan
FUERA,miedo Faborit dinos en que .............. ... .. ... ....................: - 🍟🍟🍟🍟🍟,2,12,82,mied faborit din                                                 
FUERA,viva cadiz,2,2,10,viv cadiz
FUERA,invitan me,2,2,10,invit
FUERA,ggkukggyup,2,1,10,ggkukggyup
FUERA,x! mkok,2,2,7,x mkok
FUERA,ivfguili,2,1,8,ivfguili
FUERA,n9 russia,2,2,9,n  russi
FUERA,policía,2,1,7,polic
FUERA,aArčaam,2,1,7,aarcaam
FUERA,aran .c,2,2,7,arar  c
FUERA,atenion,2,1,7,atenion
FUERA,bb kk,2,2,5,bb kk
FUERA,putosss,2,1,7,putosss
FUERA, vdjyiy,2,1,7,vdjyiy
FUERA,angeles,2,1,7,angel
FUERA,kjnujl!,2,1,7,kjnujl
FUERA,bbhbuby,2,1,7,bbhbuby
FUERA,nothing,2,1,7,nothing
FUERA,hay Muchas personas con corona virus. me lo han contagiado,2,10,58,person coron virus contagi
FUERA,andreea 8 Mama Papa elia maya,2,6,29,andree   mam pap eli may
FUERA,maincra,2,1,7,maincr
FUERA,DOG Sim,2,2,7,dog sim
FUERA,manoli alcazar,2,2,14,manoli alcaz
FUERA,jihjhui,2,1,7,jihjhui
FUERA,uifyhujk,2,1,8,uifyhujk
FUERA,enfadado,2,1,8,enfad
FUERA,holiiii,2,1,7,holiiii
FUERA,thegrefg,2,1,8,thegrefg
FUERA,xd buenardo afa,2,3,15,xd buenard afa
FUERA,jarlak,2,1,6,jarlak
FUERA,nj😎🤡,2,1,4,nj
FUERA,¶¶ | Δ¶Δ | ¶ × ~ | `± Δ ÷ ¶¶Δ¶Δ¶popó¶Δ§Δ¶Δ¶ $ ¶ • ¶ ^ ñowirrΔΔ§ ÷ × π ¥ {• ^ ÷ ^ ° ¥ = $ {| 40,2,32,94,                     popo              nowirr                    
FUERA,rkejcixjcidji,2,1,13,rkejcixjcidji
